cccd_number,province_code,province_name,gender,birth_year,birth_month,birth_day,birth_date,century,gender_century_code,sequence_number,checksum_digit,valid
022173061846,022,Quảng Ninh,Nữ,1973,6,18,18/06/1973,20,1,4,6,True
022165050191,022,Quảng Ninh,Nữ,1965,5,1,01/05/1965,20,1,9,1,True
022170062394,022,Quảng Ninh,Nữ,1970,6,23,23/06/1970,20,1,9,4,True
022175102387,022,Quảng Ninh,Nữ,1975,10,23,23/10/1975,20,1,8,7,True
022168041282,022,Quảng Ninh,Nữ,1968,4,12,12/04/1968,20,1,8,2,True
022168022232,022,Quảng Ninh,Nữ,1968,2,22,22/02/1968,20,1,3,2,True
022174121534,022,Quảng Ninh,Nữ,1974,12,15,15/12/1974,20,1,3,4,True
022166112151,022,Quảng Ninh,Nữ,1966,11,21,21/11/1966,20,1,5,1,True
022171022667,022,Quảng Ninh,Nữ,1971,2,26,26/02/1971,20,1,6,7,True
022166040331,022,Quảng Ninh,Nữ,1966,4,3,03/04/1966,20,1,3,1,True
022175122451,022,Quảng Ninh,Nữ,1975,12,24,24/12/1975,20,1,5,1,True
022175031876,022,Quảng Ninh,Nữ,1975,3,18,18/03/1975,20,1,7,6,True
022168012147,022,Quảng Ninh,Nữ,1968,1,21,21/01/1968,20,1,4,7,True
022175121258,022,Quảng Ninh,Nữ,1975,12,12,12/12/1975,20,1,5,8,True
022175071254,022,Quảng Ninh,Nữ,1975,7,12,12/07/1975,20,1,5,4,True
022173073063,022,Quảng Ninh,Nữ,1973,7,30,30/07/1973,20,1,6,3,True
022170101514,022,Quảng Ninh,Nữ,1970,10,15,15/10/1970,20,1,1,4,True
022172122414,022,Quảng Ninh,Nữ,1972,12,24,24/12/1972,20,1,1,4,True
022175070839,022,Quảng Ninh,Nữ,1975,7,8,08/07/1975,20,1,3,9,True
022167081690,022,Quảng Ninh,Nữ,1967,8,16,16/08/1967,20,1,9,0,True
022173110595,022,Quảng Ninh,Nữ,1973,11,5,05/11/1973,20,1,9,5,True
022171050633,022,Quảng Ninh,Nữ,1971,5,6,06/05/1971,20,1,3,3,True
022167030960,022,Quảng Ninh,Nữ,1967,3,9,09/03/1967,20,1,6,0,True
022169073118,022,Quảng Ninh,Nữ,1969,7,31,31/07/1969,20,1,1,8,True
022174071947,022,Quảng Ninh,Nữ,1974,7,19,19/07/1974,20,1,4,7,True
022174113030,022,Quảng Ninh,Nữ,1974,11,30,30/11/1974,20,1,3,0,True
022165012711,022,Quảng Ninh,Nữ,1965,1,27,27/01/1965,20,1,1,1,True
022170093048,022,Quảng Ninh,Nữ,1970,9,30,30/09/1970,20,1,4,8,True
022175083055,022,Quảng Ninh,Nữ,1975,8,30,30/08/1975,20,1,5,5,True
022168041990,022,Quảng Ninh,Nữ,1968,4,19,19/04/1968,20,1,9,0,True
022174102016,022,Quảng Ninh,Nữ,1974,10,20,20/10/1974,20,1,1,6,True
022173110799,022,Quảng Ninh,Nữ,1973,11,7,07/11/1973,20,1,9,9,True
022175010572,022,Quảng Ninh,Nữ,1975,1,5,05/01/1975,20,1,7,2,True
022174102885,022,Quảng Ninh,Nữ,1974,10,28,28/10/1974,20,1,8,5,True
022173091485,022,Quảng Ninh,Nữ,1973,9,14,14/09/1973,20,1,8,5,True
022167081238,022,Quảng Ninh,Nữ,1967,8,12,12/08/1967,20,1,3,8,True
022175073128,022,Quảng Ninh,Nữ,1975,7,31,31/07/1975,20,1,2,8,True
022172081667,022,Quảng Ninh,Nữ,1972,8,16,16/08/1972,20,1,6,7,True
022166120497,022,Quảng Ninh,Nữ,1966,12,4,04/12/1966,20,1,9,7,True
022174090182,022,Quảng Ninh,Nữ,1974,9,1,01/09/1974,20,1,8,2,True
022174101938,022,Quảng Ninh,Nữ,1974,10,19,19/10/1974,20,1,3,8,True
022166060399,022,Quảng Ninh,Nữ,1966,6,3,03/06/1966,20,1,9,9,True
022171062896,022,Quảng Ninh,Nữ,1971,6,28,28/06/1971,20,1,9,6,True
022165121815,022,Quảng Ninh,Nữ,1965,12,18,18/12/1965,20,1,1,5,True
022166070147,022,Quảng Ninh,Nữ,1966,7,1,01/07/1966,20,1,4,7,True
022166071951,022,Quảng Ninh,Nữ,1966,7,19,19/07/1966,20,1,5,1,True
022171020128,022,Quảng Ninh,Nữ,1971,2,1,01/02/1971,20,1,2,8,True
022172080853,022,Quảng Ninh,Nữ,1972,8,8,08/08/1972,20,1,5,3,True
022171060898,022,Quảng Ninh,Nữ,1971,6,8,08/06/1971,20,1,9,8,True
022175041466,022,Quảng Ninh,Nữ,1975,4,14,14/04/1975,20,1,6,6,True
022171110360,022,Quảng Ninh,Nữ,1971,11,3,03/11/1971,20,1,6,0,True
022169061061,022,Quảng Ninh,Nữ,1969,6,10,10/06/1969,20,1,6,1,True
022165060143,022,Quảng Ninh,Nữ,1965,6,1,01/06/1965,20,1,4,3,True
022168102495,022,Quảng Ninh,Nữ,1968,10,24,24/10/1968,20,1,9,5,True
022166072190,022,Quảng Ninh,Nữ,1966,7,21,21/07/1966,20,1,9,0,True
022167041115,022,Quảng Ninh,Nữ,1967,4,11,11/04/1967,20,1,1,5,True
022169032263,022,Quảng Ninh,Nữ,1969,3,22,22/03/1969,20,1,6,3,True
022165041759,022,Quảng Ninh,Nữ,1965,4,17,17/04/1965,20,1,5,9,True
022171121384,022,Quảng Ninh,Nữ,1971,12,13,13/12/1971,20,1,8,4,True
022168112456,022,Quảng Ninh,Nữ,1968,11,24,24/11/1968,20,1,5,6,True
022168100381,022,Quảng Ninh,Nữ,1968,10,3,03/10/1968,20,1,8,1,True
022166032457,022,Quảng Ninh,Nữ,1966,3,24,24/03/1966,20,1,5,7,True
022173030262,022,Quảng Ninh,Nữ,1973,3,2,02/03/1973,20,1,6,2,True
022173050211,022,Quảng Ninh,Nữ,1973,5,2,02/05/1973,20,1,1,1,True
022170011859,022,Quảng Ninh,Nữ,1970,1,18,18/01/1970,20,1,5,9,True
022167092243,022,Quảng Ninh,Nữ,1967,9,22,22/09/1967,20,1,4,3,True
022168011430,022,Quảng Ninh,Nữ,1968,1,14,14/01/1968,20,1,3,0,True
022173070844,022,Quảng Ninh,Nữ,1973,7,8,08/07/1973,20,1,4,4,True
022174112679,022,Quảng Ninh,Nữ,1974,11,26,26/11/1974,20,1,7,9,True
022171101991,022,Quảng Ninh,Nữ,1971,10,19,19/10/1971,20,1,9,1,True
022165100672,022,Quảng Ninh,Nữ,1965,10,6,06/10/1965,20,1,7,2,True
022166091487,022,Quảng Ninh,Nữ,1966,9,14,14/09/1966,20,1,8,7,True
022173020548,022,Quảng Ninh,Nữ,1973,2,5,05/02/1973,20,1,4,8,True
022172081898,022,Quảng Ninh,Nữ,1972,8,18,18/08/1972,20,1,9,8,True
022165061814,022,Quảng Ninh,Nữ,1965,6,18,18/06/1965,20,1,1,4,True
022166072084,022,Quảng Ninh,Nữ,1966,7,20,20/07/1966,20,1,8,4,True
022167032694,022,Quảng Ninh,Nữ,1967,3,26,26/03/1967,20,1,9,4,True
022170041416,022,Quảng Ninh,Nữ,1970,4,14,14/04/1970,20,1,1,6,True
022175020418,022,Quảng Ninh,Nữ,1975,2,4,04/02/1975,20,1,1,8,True
022172070652,022,Quảng Ninh,Nữ,1972,7,6,06/07/1972,20,1,5,2,True
022170020431,022,Quảng Ninh,Nữ,1970,2,4,04/02/1970,20,1,3,1,True
022165072999,022,Quảng Ninh,Nữ,1965,7,29,29/07/1965,20,1,9,9,True
022174080981,022,Quảng Ninh,Nữ,1974,8,9,09/08/1974,20,1,8,1,True
022165041421,022,Quảng Ninh,Nữ,1965,4,14,14/04/1965,20,1,2,1,True
022165070742,022,Quảng Ninh,Nữ,1965,7,7,07/07/1965,20,1,4,2,True
022174052863,022,Quảng Ninh,Nữ,1974,5,28,28/05/1974,20,1,6,3,True
022173093058,022,Quảng Ninh,Nữ,1973,9,30,30/09/1973,20,1,5,8,True
022168020863,022,Quảng Ninh,Nữ,1968,2,8,08/02/1968,20,1,6,3,True
022169100111,022,Quảng Ninh,Nữ,1969,10,1,01/10/1969,20,1,1,1,True
022171072954,022,Quảng Ninh,Nữ,1971,7,29,29/07/1971,20,1,5,4,True
022170072920,022,Quảng Ninh,Nữ,1970,7,29,29/07/1970,20,1,2,0,True
022174092083,022,Quảng Ninh,Nữ,1974,9,20,20/09/1974,20,1,8,3,True
022173053120,022,Quảng Ninh,Nữ,1973,5,31,31/05/1973,20,1,2,0,True
022169073011,022,Quảng Ninh,Nữ,1969,7,30,30/07/1969,20,1,1,1,True
022165071158,022,Quảng Ninh,Nữ,1965,7,11,11/07/1965,20,1,5,8,True
022165090490,022,Quảng Ninh,Nữ,1965,9,4,04/09/1965,20,1,9,0,True
022172072696,022,Quảng Ninh,Nữ,1972,7,26,26/07/1972,20,1,9,6,True
022166033182,022,Quảng Ninh,Nữ,1966,3,31,31/03/1966,20,1,8,2,True
022170020875,022,Quảng Ninh,Nữ,1970,2,8,08/02/1970,20,1,7,5,True
022170090564,022,Quảng Ninh,Nữ,1970,9,5,05/09/1970,20,1,6,4,True
022172081560,022,Quảng Ninh,Nữ,1972,8,15,15/08/1972,20,1,6,0,True
022169072599,022,Quảng Ninh,Nữ,1969,7,25,25/07/1969,20,1,9,9,True
022166080472,022,Quảng Ninh,Nữ,1966,8,4,04/08/1966,20,1,7,2,True
022168122374,022,Quảng Ninh,Nữ,1968,12,23,23/12/1968,20,1,7,4,True
022172111232,022,Quảng Ninh,Nữ,1972,11,12,12/11/1972,20,1,3,2,True
022166021752,022,Quảng Ninh,Nữ,1966,2,17,17/02/1966,20,1,5,2,True
022166050930,022,Quảng Ninh,Nữ,1966,5,9,09/05/1966,20,1,3,0,True
022172102544,022,Quảng Ninh,Nữ,1972,10,25,25/10/1972,20,1,4,4,True
022173121379,022,Quảng Ninh,Nữ,1973,12,13,13/12/1973,20,1,7,9,True
022167030146,022,Quảng Ninh,Nữ,1967,3,1,01/03/1967,20,1,4,6,True
022173012789,022,Quảng Ninh,Nữ,1973,1,27,27/01/1973,20,1,8,9,True
022167071347,022,Quảng Ninh,Nữ,1967,7,13,13/07/1967,20,1,4,7,True
022168032877,022,Quảng Ninh,Nữ,1968,3,28,28/03/1968,20,1,7,7,True
022170060378,022,Quảng Ninh,Nữ,1970,6,3,03/06/1970,20,1,7,8,True
022167010674,022,Quảng Ninh,Nữ,1967,1,6,06/01/1967,20,1,7,4,True
022175040111,022,Quảng Ninh,Nữ,1975,4,1,01/04/1975,20,1,1,1,True
022171083154,022,Quảng Ninh,Nữ,1971,8,31,31/08/1971,20,1,5,4,True
022171080342,022,Quảng Ninh,Nữ,1971,8,3,03/08/1971,20,1,4,2,True
022169052771,022,Quảng Ninh,Nữ,1969,5,27,27/05/1969,20,1,7,1,True
022168100992,022,Quảng Ninh,Nữ,1968,10,9,09/10/1968,20,1,9,2,True
022174123055,022,Quảng Ninh,Nữ,1974,12,30,30/12/1974,20,1,5,5,True
022171123133,022,Quảng Ninh,Nữ,1971,12,31,31/12/1971,20,1,3,3,True
022174081148,022,Quảng Ninh,Nữ,1974,8,11,11/08/1974,20,1,4,8,True
022173043053,022,Quảng Ninh,Nữ,1973,4,30,30/04/1973,20,1,5,3,True
022171051252,022,Quảng Ninh,Nữ,1971,5,12,12/05/1971,20,1,5,2,True
022168120598,022,Quảng Ninh,Nữ,1968,12,5,05/12/1968,20,1,9,8,True
022169020815,022,Quảng Ninh,Nữ,1969,2,8,08/02/1969,20,1,1,5,True
022170103053,022,Quảng Ninh,Nữ,1970,10,30,30/10/1970,20,1,5,3,True
022169012524,022,Quảng Ninh,Nữ,1969,1,25,25/01/1969,20,1,2,4,True
022169090364,022,Quảng Ninh,Nữ,1969,9,3,03/09/1969,20,1,6,4,True
022168100549,022,Quảng Ninh,Nữ,1968,10,5,05/10/1968,20,1,4,9,True
022172031291,022,Quảng Ninh,Nữ,1972,3,12,12/03/1972,20,1,9,1,True
022172092469,022,Quảng Ninh,Nữ,1972,9,24,24/09/1972,20,1,6,9,True
022173081150,022,Quảng Ninh,Nữ,1973,8,11,11/08/1973,20,1,5,0,True
022169071536,022,Quảng Ninh,Nữ,1969,7,15,15/07/1969,20,1,3,6,True
022168062258,022,Quảng Ninh,Nữ,1968,6,22,22/06/1968,20,1,5,8,True
022171062887,022,Quảng Ninh,Nữ,1971,6,28,28/06/1971,20,1,8,7,True
022167072850,022,Quảng Ninh,Nữ,1967,7,28,28/07/1967,20,1,5,0,True
022167051945,022,Quảng Ninh,Nữ,1967,5,19,19/05/1967,20,1,4,5,True
022169111728,022,Quảng Ninh,Nữ,1969,11,17,17/11/1969,20,1,2,8,True
022165062619,022,Quảng Ninh,Nữ,1965,6,26,26/06/1965,20,1,1,9,True
022175011313,022,Quảng Ninh,Nữ,1975,1,13,13/01/1975,20,1,1,3,True
022168102468,022,Quảng Ninh,Nữ,1968,10,24,24/10/1968,20,1,6,8,True
022170053068,022,Quảng Ninh,Nữ,1970,5,30,30/05/1970,20,1,6,8,True
022171062063,022,Quảng Ninh,Nữ,1971,6,20,20/06/1971,20,1,6,3,True
022170031233,022,Quảng Ninh,Nữ,1970,3,12,12/03/1970,20,1,3,3,True
022174101080,022,Quảng Ninh,Nữ,1974,10,10,10/10/1974,20,1,8,0,True
022172011996,022,Quảng Ninh,Nữ,1972,1,19,19/01/1972,20,1,9,6,True
022166052080,022,Quảng Ninh,Nữ,1966,5,20,20/05/1966,20,1,8,0,True
022171012563,022,Quảng Ninh,Nữ,1971,1,25,25/01/1971,20,1,6,3,True
022167100816,022,Quảng Ninh,Nữ,1967,10,8,08/10/1967,20,1,1,6,True
022171020146,022,Quảng Ninh,Nữ,1971,2,1,01/02/1971,20,1,4,6,True
022165111094,022,Quảng Ninh,Nữ,1965,11,10,10/11/1965,20,1,9,4,True
022173081257,022,Quảng Ninh,Nữ,1973,8,12,12/08/1973,20,1,5,7,True
022173103151,022,Quảng Ninh,Nữ,1973,10,31,31/10/1973,20,1,5,1,True
022165022569,022,Quảng Ninh,Nữ,1965,2,25,25/02/1965,20,1,6,9,True
022166082832,022,Quảng Ninh,Nữ,1966,8,28,28/08/1966,20,1,3,2,True
022169061788,022,Quảng Ninh,Nữ,1969,6,17,17/06/1969,20,1,8,8,True
022167112963,022,Quảng Ninh,Nữ,1967,11,29,29/11/1967,20,1,6,3,True
022172081995,022,Quảng Ninh,Nữ,1972,8,19,19/08/1972,20,1,9,5,True
022166111091,022,Quảng Ninh,Nữ,1966,11,10,10/11/1966,20,1,9,1,True
022168051340,022,Quảng Ninh,Nữ,1968,5,13,13/05/1968,20,1,4,0,True
022175050358,022,Quảng Ninh,Nữ,1975,5,3,03/05/1975,20,1,5,8,True
022168050624,022,Quảng Ninh,Nữ,1968,5,6,06/05/1968,20,1,2,4,True
022167062127,022,Quảng Ninh,Nữ,1967,6,21,21/06/1967,20,1,2,7,True
022168012998,022,Quảng Ninh,Nữ,1968,1,29,29/01/1968,20,1,9,8,True
022169011677,022,Quảng Ninh,Nữ,1969,1,16,16/01/1969,20,1,7,7,True
022175012969,022,Quảng Ninh,Nữ,1975,1,29,29/01/1975,20,1,6,9,True
022167040596,022,Quảng Ninh,Nữ,1967,4,5,05/04/1967,20,1,9,6,True
022169071916,022,Quảng Ninh,Nữ,1969,7,19,19/07/1969,20,1,1,6,True
022170091138,022,Quảng Ninh,Nữ,1970,9,11,11/09/1970,20,1,3,8,True
022165092513,022,Quảng Ninh,Nữ,1965,9,25,25/09/1965,20,1,1,3,True
022175110988,022,Quảng Ninh,Nữ,1975,11,9,09/11/1975,20,1,8,8,True
022167062473,022,Quảng Ninh,Nữ,1967,6,24,24/06/1967,20,1,7,3,True
022172072632,022,Quảng Ninh,Nữ,1972,7,26,26/07/1972,20,1,3,2,True
022168101061,022,Quảng Ninh,Nữ,1968,10,10,10/10/1968,20,1,6,1,True
022175120161,022,Quảng Ninh,Nữ,1975,12,1,01/12/1975,20,1,6,1,True
022166041127,022,Quảng Ninh,Nữ,1966,4,11,11/04/1966,20,1,2,7,True
022173041745,022,Quảng Ninh,Nữ,1973,4,17,17/04/1973,20,1,4,5,True
022171031984,022,Quảng Ninh,Nữ,1971,3,19,19/03/1971,20,1,8,4,True
022165110350,022,Quảng Ninh,Nữ,1965,11,3,03/11/1965,20,1,5,0,True
022170101897,022,Quảng Ninh,Nữ,1970,10,18,18/10/1970,20,1,9,7,True
022173030244,022,Quảng Ninh,Nữ,1973,3,2,02/03/1973,20,1,4,4,True
022169052869,022,Quảng Ninh,Nữ,1969,5,28,28/05/1969,20,1,6,9,True
022170030395,022,Quảng Ninh,Nữ,1970,3,3,03/03/1970,20,1,9,5,True
022166061088,022,Quảng Ninh,Nữ,1966,6,10,10/06/1966,20,1,8,8,True
022172030520,022,Quảng Ninh,Nữ,1972,3,5,05/03/1972,20,1,2,0,True
022175081862,022,Quảng Ninh,Nữ,1975,8,18,18/08/1975,20,1,6,2,True
022165081748,022,Quảng Ninh,Nữ,1965,8,17,17/08/1965,20,1,4,8,True
022173091120,022,Quảng Ninh,Nữ,1973,9,11,11/09/1973,20,1,2,0,True
022167091411,022,Quảng Ninh,Nữ,1967,9,14,14/09/1967,20,1,1,1,True
022172041915,022,Quảng Ninh,Nữ,1972,4,19,19/04/1972,20,1,1,5,True
022169092849,022,Quảng Ninh,Nữ,1969,9,28,28/09/1969,20,1,4,9,True
022171041316,022,Quảng Ninh,Nữ,1971,4,13,13/04/1971,20,1,1,6,True
022168122967,022,Quảng Ninh,Nữ,1968,12,29,29/12/1968,20,1,6,7,True
022172072270,022,Quảng Ninh,Nữ,1972,7,22,22/07/1972,20,1,7,0,True
022171071812,022,Quảng Ninh,Nữ,1971,7,18,18/07/1971,20,1,1,2,True
022167022350,022,Quảng Ninh,Nữ,1967,2,23,23/02/1967,20,1,5,0,True
022170082121,022,Quảng Ninh,Nữ,1970,8,21,21/08/1970,20,1,2,1,True
022168072945,022,Quảng Ninh,Nữ,1968,7,29,29/07/1968,20,1,4,5,True
022166012116,022,Quảng Ninh,Nữ,1966,1,21,21/01/1966,20,1,1,6,True
022168021279,022,Quảng Ninh,Nữ,1968,2,12,12/02/1968,20,1,7,9,True
022173120149,022,Quảng Ninh,Nữ,1973,12,1,01/12/1973,20,1,4,9,True
022165051686,022,Quảng Ninh,Nữ,1965,5,16,16/05/1965,20,1,8,6,True
022165041865,022,Quảng Ninh,Nữ,1965,4,18,18/04/1965,20,1,6,5,True
022166101058,022,Quảng Ninh,Nữ,1966,10,10,10/10/1966,20,1,5,8,True
022173050585,022,Quảng Ninh,Nữ,1973,5,5,05/05/1973,20,1,8,5,True
022168031133,022,Quảng Ninh,Nữ,1968,3,11,11/03/1968,20,1,3,3,True
022175071652,022,Quảng Ninh,Nữ,1975,7,16,16/07/1975,20,1,5,2,True
022166121016,022,Quảng Ninh,Nữ,1966,12,10,10/12/1966,20,1,1,6,True
022169082912,022,Quảng Ninh,Nữ,1969,8,29,29/08/1969,20,1,1,2,True
022173082663,022,Quảng Ninh,Nữ,1973,8,26,26/08/1973,20,1,6,3,True
022168120127,022,Quảng Ninh,Nữ,1968,12,1,01/12/1968,20,1,2,7,True
022175120480,022,Quảng Ninh,Nữ,1975,12,4,04/12/1975,20,1,8,0,True
022168111040,022,Quảng Ninh,Nữ,1968,11,10,10/11/1968,20,1,4,0,True
022166083123,022,Quảng Ninh,Nữ,1966,8,31,31/08/1966,20,1,2,3,True
022168011263,022,Quảng Ninh,Nữ,1968,1,12,12/01/1968,20,1,6,3,True
022169072739,022,Quảng Ninh,Nữ,1969,7,27,27/07/1969,20,1,3,9,True
022171120181,022,Quảng Ninh,Nữ,1971,12,1,01/12/1971,20,1,8,1,True
022175121577,022,Quảng Ninh,Nữ,1975,12,15,15/12/1975,20,1,7,7,True
022172110525,022,Quảng Ninh,Nữ,1972,11,5,05/11/1972,20,1,2,5,True
022168081952,022,Quảng Ninh,Nữ,1968,8,19,19/08/1968,20,1,5,2,True
022174083030,022,Quảng Ninh,Nữ,1974,8,30,30/08/1974,20,1,3,0,True
022171052677,022,Quảng Ninh,Nữ,1971,5,26,26/05/1971,20,1,7,7,True
022172073020,022,Quảng Ninh,Nữ,1972,7,30,30/07/1972,20,1,2,0,True
022175012862,022,Quảng Ninh,Nữ,1975,1,28,28/01/1975,20,1,6,2,True
022169022497,022,Quảng Ninh,Nữ,1969,2,24,24/02/1969,20,1,9,7,True
022170111733,022,Quảng Ninh,Nữ,1970,11,17,17/11/1970,20,1,3,3,True
022173092226,022,Quảng Ninh,Nữ,1973,9,22,22/09/1973,20,1,2,6,True
022174051493,022,Quảng Ninh,Nữ,1974,5,14,14/05/1974,20,1,9,3,True
022174120854,022,Quảng Ninh,Nữ,1974,12,8,08/12/1974,20,1,5,4,True
022166120965,022,Quảng Ninh,Nữ,1966,12,9,09/12/1966,20,1,6,5,True
022173061420,022,Quảng Ninh,Nữ,1973,6,14,14/06/1973,20,1,2,0,True
022165032256,022,Quảng Ninh,Nữ,1965,3,22,22/03/1965,20,1,5,6,True
022174011699,022,Quảng Ninh,Nữ,1974,1,16,16/01/1974,20,1,9,9,True
022166051726,022,Quảng Ninh,Nữ,1966,5,17,17/05/1966,20,1,2,6,True
022170010115,022,Quảng Ninh,Nữ,1970,1,1,01/01/1970,20,1,1,5,True
022175061521,022,Quảng Ninh,Nữ,1975,6,15,15/06/1975,20,1,2,1,True
022169111083,022,Quảng Ninh,Nữ,1969,11,10,10/11/1969,20,1,8,3,True
022170022633,022,Quảng Ninh,Nữ,1970,2,26,26/02/1970,20,1,3,3,True
022168111369,022,Quảng Ninh,Nữ,1968,11,13,13/11/1968,20,1,6,9,True
022171042388,022,Quảng Ninh,Nữ,1971,4,23,23/04/1971,20,1,8,8,True
022174050670,022,Quảng Ninh,Nữ,1974,5,6,06/05/1974,20,1,7,0,True
022171062832,022,Quảng Ninh,Nữ,1971,6,28,28/06/1971,20,1,3,2,True
022172032980,022,Quảng Ninh,Nữ,1972,3,29,29/03/1972,20,1,8,0,True
022165092993,022,Quảng Ninh,Nữ,1965,9,29,29/09/1965,20,1,9,3,True
022167011558,022,Quảng Ninh,Nữ,1967,1,15,15/01/1967,20,1,5,8,True
022170101435,022,Quảng Ninh,Nữ,1970,10,14,14/10/1970,20,1,3,5,True
022170051042,022,Quảng Ninh,Nữ,1970,5,10,10/05/1970,20,1,4,2,True
022174030223,022,Quảng Ninh,Nữ,1974,3,2,02/03/1974,20,1,2,3,True
022171102228,022,Quảng Ninh,Nữ,1971,10,22,22/10/1971,20,1,2,8,True
022171082395,022,Quảng Ninh,Nữ,1971,8,23,23/08/1971,20,1,9,5,True
022170040985,022,Quảng Ninh,Nữ,1970,4,9,09/04/1970,20,1,8,5,True
022168080342,022,Quảng Ninh,Nữ,1968,8,3,03/08/1968,20,1,4,2,True
022172063096,022,Quảng Ninh,Nữ,1972,6,30,30/06/1972,20,1,9,6,True
022174050218,022,Quảng Ninh,Nữ,1974,5,2,02/05/1974,20,1,1,8,True
022167052962,022,Quảng Ninh,Nữ,1967,5,29,29/05/1967,20,1,6,2,True
022174112970,022,Quảng Ninh,Nữ,1974,11,29,29/11/1974,20,1,7,0,True
022166012426,022,Quảng Ninh,Nữ,1966,1,24,24/01/1966,20,1,2,6,True
022172040572,022,Quảng Ninh,Nữ,1972,4,5,05/04/1972,20,1,7,2,True
022171120224,022,Quảng Ninh,Nữ,1971,12,2,02/12/1971,20,1,2,4,True
022168060597,022,Quảng Ninh,Nữ,1968,6,5,05/06/1968,20,1,9,7,True
022167091095,022,Quảng Ninh,Nữ,1967,9,10,10/09/1967,20,1,9,5,True
022175032936,022,Quảng Ninh,Nữ,1975,3,29,29/03/1975,20,1,3,6,True
022169061113,022,Quảng Ninh,Nữ,1969,6,11,11/06/1969,20,1,1,3,True
022165083010,022,Quảng Ninh,Nữ,1965,8,30,30/08/1965,20,1,1,0,True
022165062673,022,Quảng Ninh,Nữ,1965,6,26,26/06/1965,20,1,7,3,True
022169080172,022,Quảng Ninh,Nữ,1969,8,1,01/08/1969,20,1,7,2,True
022165081650,022,Quảng Ninh,Nữ,1965,8,16,16/08/1965,20,1,5,0,True
022172062644,022,Quảng Ninh,Nữ,1972,6,26,26/06/1972,20,1,4,4,True
022166120530,022,Quảng Ninh,Nữ,1966,12,5,05/12/1966,20,1,3,0,True
022171050642,022,Quảng Ninh,Nữ,1971,5,6,06/05/1971,20,1,4,2,True
022167102124,022,Quảng Ninh,Nữ,1967,10,21,21/10/1967,20,1,2,4,True
022172060682,022,Quảng Ninh,Nữ,1972,6,6,06/06/1972,20,1,8,2,True
022175111677,022,Quảng Ninh,Nữ,1975,11,16,16/11/1975,20,1,7,7,True
022172121992,022,Quảng Ninh,Nữ,1972,12,19,19/12/1972,20,1,9,2,True
022166110649,022,Quảng Ninh,Nữ,1966,11,6,06/11/1966,20,1,4,9,True
022172091424,022,Quảng Ninh,Nữ,1972,9,14,14/09/1972,20,1,2,4,True
022170021953,022,Quảng Ninh,Nữ,1970,2,19,19/02/1970,20,1,5,3,True
022173122679,022,Quảng Ninh,Nữ,1973,12,26,26/12/1973,20,1,7,9,True
022169070810,022,Quảng Ninh,Nữ,1969,7,8,08/07/1969,20,1,1,0,True
022170052713,022,Quảng Ninh,Nữ,1970,5,27,27/05/1970,20,1,1,3,True
022166061732,022,Quảng Ninh,Nữ,1966,6,17,17/06/1966,20,1,3,2,True
022168111110,022,Quảng Ninh,Nữ,1968,11,11,11/11/1968,20,1,1,0,True
022167032472,022,Quảng Ninh,Nữ,1967,3,24,24/03/1967,20,1,7,2,True
022170012672,022,Quảng Ninh,Nữ,1970,1,26,26/01/1970,20,1,7,2,True
022169012685,022,Quảng Ninh,Nữ,1969,1,26,26/01/1969,20,1,8,5,True
022168120516,022,Quảng Ninh,Nữ,1968,12,5,05/12/1968,20,1,1,6,True
022175052064,022,Quảng Ninh,Nữ,1975,5,20,20/05/1975,20,1,6,4,True
022168101955,022,Quảng Ninh,Nữ,1968,10,19,19/10/1968,20,1,5,5,True
022165121949,022,Quảng Ninh,Nữ,1965,12,19,19/12/1965,20,1,4,9,True
022165091851,022,Quảng Ninh,Nữ,1965,9,18,18/09/1965,20,1,5,1,True
022168102167,022,Quảng Ninh,Nữ,1968,10,21,21/10/1968,20,1,6,7,True
022166122811,022,Quảng Ninh,Nữ,1966,12,28,28/12/1966,20,1,1,1,True
022167012830,022,Quảng Ninh,Nữ,1967,1,28,28/01/1967,20,1,3,0,True
022174081023,022,Quảng Ninh,Nữ,1974,8,10,10/08/1974,20,1,2,3,True
022165110651,022,Quảng Ninh,Nữ,1965,11,6,06/11/1965,20,1,5,1,True
022171101496,022,Quảng Ninh,Nữ,1971,10,14,14/10/1971,20,1,9,6,True
022174041371,022,Quảng Ninh,Nữ,1974,4,13,13/04/1974,20,1,7,1,True
022171082252,022,Quảng Ninh,Nữ,1971,8,22,22/08/1971,20,1,5,2,True
022167110132,022,Quảng Ninh,Nữ,1967,11,1,01/11/1967,20,1,3,2,True
022170082981,022,Quảng Ninh,Nữ,1970,8,29,29/08/1970,20,1,8,1,True
022174022394,022,Quảng Ninh,Nữ,1974,2,23,23/02/1974,20,1,9,4,True
022172092168,022,Quảng Ninh,Nữ,1972,9,21,21/09/1972,20,1,6,8,True
022174110981,022,Quảng Ninh,Nữ,1974,11,9,09/11/1974,20,1,8,1,True
022169102137,022,Quảng Ninh,Nữ,1969,10,21,21/10/1969,20,1,3,7,True
022172060743,022,Quảng Ninh,Nữ,1972,6,7,07/06/1972,20,1,4,3,True
022171031869,022,Quảng Ninh,Nữ,1971,3,18,18/03/1971,20,1,6,9,True
022175052383,022,Quảng Ninh,Nữ,1975,5,23,23/05/1975,20,1,8,3,True
